gene_id,gene_name,mcf7_sicbx2_1,mcf7_sicbx2_2,mcf7_sicbx2_3,mcf7_siscr_1,mcf7_siscr_2,mcf7_siscr_3
ENSG00000002549.12,LAP3,92.2708822,97.2259223,206.04947,51.2205416,44.881715,78.496515
ENSG00000003147.19,ICA1,98.532347,105.653429,94.291318,42.4525438,44.89042846,50.361219
ENSG00000003436.16,TFPI,10.598375,10.388587,7.03457,3.649087,3.877230003,3.707651
ENSG00000004777.18,ARHGAP33,22.66062,18.569911,25.194262,12.531634,13.436615,10.682074
ENSG00000004838.14,ZMYND10,7.9322742,7.461003,6.406869,0.470317,0.2114602,0.047412266
ENSG00000004848.8,ARX,5.61509,8.293635,3.12466,1.432,1.35151,1.43803
ENSG00000004975.12,DVL2,25.106194,27.811801,40.957431,13.06097,13.228573,13.6965471
ENSG00000005108.16,THSD7A,0.058035944,0.067939647,0.064274216,0,0,0
ENSG00000005206.17,SPPL2B,59.952772,73.00062,96.29891,39.724593,37.5126903,47.126467
ENSG00000005243.10,COPZ2,5.062609,4.834448,6.629328,0.4438765,2.096113,1.2686601
ENSG00000006118.14,TMEM132A,360.185774,373.244673,603.923854,203.4579,200.003673,337.22473
ENSG00000006327.13,TNFRSF12A,499.03699,572.64979,443.497606,232.364024,230.23307,195.55099
ENSG00000006712.15,PAF1,82.029667,97.335614,101.020056,46.741493,48.731324,50.807581
ENSG00000006756.16,ARSD,70.615453,75.401157,52.449267,28.3933583,28.147801,29.333439
ENSG00000006757.12,PNPLA4,10.75429,9.318371,11.9089675,6.306509,5.098054,4.962922
ENSG00000007047.15,MARK4,23.8534,22.9728453,49.5774284,18.923303,14.446432,20.148396
ENSG00000007062.11,PROM1,1.151198,1.070196,0.841639,0.0840593,0.08025762,0.2157429
ENSG00000007541.16,PIGQ,99.244672,107.224912,129.924795,40.701052,50.305507,53.704321
ENSG00000008277.14,ADAM22,5.6636911,5.006141,4.328162,1.9975563,2.868636,2.0363536
ENSG00000008300.17,CELSR3,5.345644,6.162735,7.12024,2.661802,3.395245,2.76316
ENSG00000008311.15,AASS,1.552869,2.5368698,0.60089804,0.1777804,0.2314104,0.1789159
ENSG00000008735.14,MAPK8IP2,6.94431,5.85154,18.0329805,1.75016,1.5692,3.21032
ENSG00000009765.14,IYD,1.0801039,2.62593,2.2610239,0.2948886,0.5682895,0.2186663
ENSG00000009830.11,POMT2,71.911903,106.523285,52.273691,21.933205,23.636486,23.339708
ENSG00000010322.16,NISCH,26.081362,29.075908,39.522232,12.771378,11.370849,14.091787
ENSG00000010539.11,ZNF200,11.2581179,11.9668954,13.780702,6.53818261,5.846149,7.5295279
ENSG00000010626.15,LRRC23,10.471771,12.180492,9.652903,1.453916,2.1773707,1.285601
ENSG00000010810.17,FYN,10.754636,13.1002383,21.828226,3.72164229,4.0179013,7.495701931
ENSG00000010932.17,FMO1,0.552477353,1.43592597,1.554855293,0.022145406,0,0.14528
ENSG00000011009.11,LYPLA2,100.291528,120.089947,145.384868,60.477477,69.262905,75.785735
ENSG00000011028.14,AC080038.1,32.553386,36.058958,36.786103,5.150102,5.820934,9.449384
ENSG00000011590.14,ZBTB32,1.3146598,3.932269,1.238361,0.533811,0.2610027,0.453727
ENSG00000012061.15,ERCC1,32.936752,36.452458,38.469252,19.689198,20.222227,20.956876
ENSG00000012822.16,CALCOCO1,27.1011167,38.2889331,46.6701986,15.7176778,16.0079962,24.7213741
ENSG00000013288.8,MAN2B2,15.847631,14.1751,15.457296,6.723592,7.131444,7.46806
ENSG00000013375.16,PGM3,56.8961687,58.566431,47.327292,32.4875485,25.6637211,28.8245739
ENSG00000013392.8,RWDD2A,9.22244,9.71249,8.84409,3.67647,3.33057,4.21579
ENSG00000013563.14,DNASE1L1,88.26479,95.37997,84.77026,29.770984,29.44511,29.823934
ENSG00000014123.10,UFL1,37.067678,41.26817,25.98274,19.28859,16.242372,16.2004
ENSG00000014914.21,MTMR11,26.5657446,27.554951,37.7756853,11.803745,11.6845123,16.9765802
ENSG00000015532.9,XYLT2,24.085575,24.066348,34.06416737,12.766304,13.356511,16.924454
ENSG00000015676.18,NUDCD3,38.688784,50.817933,45.123349,15.042445,17.028549,16.396235
ENSG00000018280.17,SLC11A1,1.283902429,2.009525328,1.682684128,0.3889138,0.433451528,0.730878726
ENSG00000019144.19,PHLDB1,15.715786,17.8636007,22.047286,8.2313166,7.2250126,10.7626399
ENSG00000020426.11,MNAT1,107.38096,102.865965,79.156219,53.09721,45.025208,51.748005
ENSG00000020577.13,SAMD4A,12.7229171,15.482204,11.407142,2.8537541,2.9529167,2.6002257
ENSG00000021300.14,PLEKHB1,27.705338,23.77738616,31.04506626,10.01027619,10.86490702,13.19546564
ENSG00000021762.20,OSBPL5,11.9840243,13.8216008,15.040064,3.0490916,4.127412,3.5046016
ENSG00000024422.12,EHD2,7.276013722,5.994249,3.305540002,1.975887,1.38967,2.559583
ENSG00000025039.14,RRAGD,32.925242,26.6177774,31.5955,13.42508,12.30637,14.90404
ENSG00000025772.8,TOMM34,47.1386,55.0872,46.6313,19.0845,21.1106,20.7823
ENSG00000026025.16,VIM,22.628822,21.957514,17.2056275,3.15216954,3.3156727,2.85413
ENSG00000029364.12,SLC39A9,40.175329,43.855766,40.483958,21.498505,19.6154857,19.68372
ENSG00000029559.7,IBSP,0.91785,1.34371,0.34921,0.159667,0.060959,0.0541071
ENSG00000030110.13,BAK1,76.08456,92.71226,76.37286,32.02479,29.68343,31.797779
ENSG00000030419.16,IKZF2,8.41622706,10.538964,9.325525,5.015334,5.7450929,4.007350988
ENSG00000032742.17,IFT88,30.934165,30.176482,25.534681,9.021748,8.966325,10.4210005
ENSG00000033627.16,ATP6V0A1,24.013375,26.5674568,25.167719,8.5227151,10.07199,11.777083
ENSG00000033867.16,SLC4A7,37.654435,43.7289961,31.33166384,20.03120608,16.27688526,22.3538057
ENSG00000035862.12,TIMP2,79.672238,93.068442,77.76945,22.067341,22.983619,24.835586
ENSG00000037241.7,RPL26L1,130.91142,144.454493,115.23764,50.374195,53.203649,53.05327
ENSG00000037637.11,FBXO42,10.596091,12.5937397,14.8381273,5.1784092,6.0239609,5.3029001
ENSG00000038427.16,VCAN,3.4374812,3.025015013,5.639277652,0.7193649,0.918979601,0.7561446
ENSG00000039139.9,DNAH5,2.168013,1.969614,1.92141482,1.149877003,0.6150389,0.924303
ENSG00000040487.13,PQLC2,20.318025,22.174639,28.107842,8.600237,11.849412,9.720389
ENSG00000040531.14,CTNS,11.871919,12.059687,17.628797,5.946092,5.979973,8.338614
ENSG00000042062.12,RIPOR3,6.910132,9.835927,6.29732,2.880208,3.780882,5.102378
ENSG00000042317.17,SPATA7,25.330452,25.143084,22.58361681,13.54501241,13.721796,11.8396441
ENSG00000044090.8,CUL7,38.862457,46.86253,44.2837,10.98512,11.69047,10.456282
ENSG00000044524.11,EPHA3,0.581268,0.5994443,0.380564,0.0307236,0.0293213,0.0323893
ENSG00000046647.13,GEMIN8,25.946507,21.08046,23.03899,8.215858,10.08651,9.397202
ENSG00000047346.12,FAM214A,105.103691,111.212665,124.3671363,60.81079,56.406158,70.933024
ENSG00000048052.21,HDAC9,7.6281904,7.72796874,4.7489535,0.0616994,0.0910839,0.0903178
ENSG00000048140.18,TSPAN17,55.663256,60.322009,74.04945,29.895782,35.374823,34.0110686
ENSG00000048540.15,LMO3,3.367358008,2.728775679,5.6570562,0.3949828,0.187417501,0.3492082
ENSG00000049089.15,COL9A2,3.94236,7.26492,3.80808,1.1104645,1.432593,0.7902642
ENSG00000049192.15,ADAMTS6,1.606681,2.73949202,1.345934,0.2369776,0.7002882,0.6869873
ENSG00000049239.12,H6PD,7.146684,7.4981609,6.943566,3.787599,3.17158,3.542388
ENSG00000049323.16,LTBP1,40.28852138,46.989405,41.850687,9.512203,9.997261488,9.416077
ENSG00000050628.20,PTGER3,1.3577662,1.431833,0.961288,0.2043123,0.371803,0.370513
ENSG00000050820.17,BCAR1,93.22869245,115.2290192,130.243243,36.110341,40.6227627,50.06914793
ENSG00000051128.19,HOMER3,95.593996,109.495668,168.3489924,50.925817,57.9413034,73.774658
ENSG00000051523.11,CYBA,1833.893174,1835.37696,3198.50041,1006.72948,1165.608746,1483.86391
ENSG00000052344.16,PRSS8,333.481947,387.312718,538.77243,163.415779,172.453226,231.897969
ENSG00000052795.13,FNIP2,8.3478674,9.3594366,9.8777726,4.1142504,2.520892,4.2326276
ENSG00000053108.17,FSTL4,13.026768,12.777818,4.7752868,5.6021472,5.1343029,2.7512241
ENSG00000054282.16,SDCCAG8,9.580973011,9.441636,8.106474015,2.856288064,2.166783,3.0770462
ENSG00000054392.13,HHAT,1.751917,1.9534522,1.52617243,0.503647,0.69716012,0.502257
ENSG00000054654.16,SYNE2,29.01764173,29.85571177,25.34686754,9.741831404,10.3931212,9.8480418
ENSG00000054690.13,PLEKHH1,14.999842,15.4983789,15.790638,7.804326222,7.0653672,6.754486995
ENSG00000054983.17,GALC,73.8418177,86.7264122,69.4199741,44.338439,36.93482,36.656916
ENSG00000055732.13,MCOLN3,4.21831,4.641993,4.1260724,1.74727,1.529294555,1.6992078
ENSG00000055813.6,CCDC85A,10.9858,13.6121,5.31134,1.35843,0.881585,0.458536
ENSG00000058091.17,CDK14,3.9340861,3.36833,5.0421659,0.954265,0.815647,1.0882764
ENSG00000058404.20,CAMK2B,5.4087225,3.335492,3.0394669,1.7750501,1.7031059,1.189704082
ENSG00000059573.9,ALDH18A1,99.805911,109.92157,103.26276,60.240355,56.139809,59.261563
ENSG00000059915.17,PSD,10.878477,12.800158,10.499839,4.71651,6.021071191,4.943737108
ENSG00000060491.16,OGFR,77.884797,82.841209,185.4158,15.478605,16.115764,24.534809
ENSG00000060642.10,PIGV,10.427052,10.770748,8.543227,2.792043,3.993960504,4.969019
ENSG00000061455.11,PRDM6,2.183169,6.49942,1.89473,1.245188,1.577255,1.816914
ENSG00000062038.14,CDH3,67.558679,75.544453,100.211914,27.235133,30.625235,43.700227
ENSG00000063127.15,SLC6A16,3.788237,7.156898801,8.482411,1.026337,1.372168,2.855998
ENSG00000063245.14,EPN1,93.349314,113.481609,123.450248,34.302938,34.563578,33.135249
ENSG00000063322.14,MED29,29.559194,35.038658,33.464297,14.817282,14.0516002,13.52297
ENSG00000063438.17,AHRR,2.848825,5.370466,3.211419,0.717469154,0.601974375,1.756327
ENSG00000064012.21,CASP8,45.358029,46.625934,52.486922,20.040056,19.774787,26.86627
ENSG00000064199.6,SPA17,21.179569,20.446004,18.460469,6.993959,8.577878,7.204666
ENSG00000064201.15,TSPAN32,1.0406875,0.732663024,0.500058,0.0410009,0.1248358,0.1395723
ENSG00000064489.22,BORCS8-MEF2B,3.128151,3.068003,4.6095,0.898296,1.356431,1.194343
ENSG00000064601.18,CTSA,149.986871,155.228231,198.189811,83.072612,88.8271844,107.194687
ENSG00000064607.17,SUGP2,47.09289,55.214818,57.48216,24.982891,25.3781386,25.160323
ENSG00000064995.17,TAF11,76.07958,80.80946,65.64226,39.907923,41.95358,39.72045
ENSG00000065029.15,ZNF76,20.147382,23.117512,27.80967455,8.31128,6.9521045,9.820764
ENSG00000065320.9,NTN1,8.306384,8.351478,7.047808,3.143096,3.509097,2.8594764
ENSG00000065833.9,ME1,49.9684,50.8775,45.6855,30.7568,27.0289,26.0369
ENSG00000065923.10,SLC9A7,35.87392,35.32567,31.10379884,11.299053,9.057180429,11.500356
ENSG00000066230.11,SLC9A3,89.8811,103.1944,108.207258,15.41396,17.22663,19.38468
ENSG00000066248.15,NGEF,16.673769,16.535692,21.70644801,7.132553,9.33357,13.154014
ENSG00000066468.22,FGFR2,3.880876,3.4276337,2.366474086,1.3729243,1.001185,1.6809709
ENSG00000066827.16,ZFAT,5.924840036,6.749495231,6.390591749,3.458212,3.879025,2.990061
ENSG00000067369.13,TP53BP1,26.771697,24.866321,28.89155,14.214688,11.3687302,15.8245415
ENSG00000067601.8,PMS2P4,11.621773,11.977349,10.8,6.415296,4.489942,5.785237
ENSG00000067606.17,PRKCZ,47.394655,49.941906,53.4478289,18.060836,20.570225,18.8789852
ENSG00000068323.17,TFE3,52.296695,60.223804,76.02006,27.505065,26.520211,35.526059
ENSG00000068383.19,INPP5A,30.054675,38.38628,26.709536,14.725164,14.143704,11.004698
ENSG00000068400.13,GRIPAP1,51.469808,68.837863,83.946042,20.498261,26.733637,30.36145947
ENSG00000069188.17,SDK2,0.5747837,0.3477956,2.660975,0.539634,0.310849,0.330894
ENSG00000069431.11,ABCC9,0.354323,0.539328,0.287745,0.175697,0.178108,0.11207
ENSG00000069493.15,CLEC2D,5.8545563,4.269907,3.491057001,1.042393,2.4533246,0.952616009
ENSG00000069535.14,MAOB,1.200982,0.68364,0.3878815,0.272071,0.225043,0.107288
ENSG00000069702.11,TGFBR3,0.945905,1.0202535,0.6792601,0.408617,0.170923,0.5513352
ENSG00000069956.12,MAPK6,159.324009,180.75779,161.00667,59.549033,56.006373,70.69057
ENSG00000069966.18,GNB5,103.534315,98.8125881,89.887169,54.622894,49.444271,55.521611
ENSG00000070366.14,SMG6,10.38712088,12.675596,12.757619,6.356177,6.2356901,5.654459
ENSG00000070367.16,EXOC5,61.531077,56.6075,56.828184,29.578166,22.699439,27.602956
ENSG00000070388.11,FGF22,1.824177,1.769949,1.664913,0.784537,0.662307,0.344268
ENSG00000070404.10,FSTL3,62.61919,87.739349,79.616948,11.659959,14.05894,21.14269
ENSG00000070444.15,MNT,22.735243,29.7862,28.690151,7.169436,10.960332,13.984588
ENSG00000071051.14,NCK2,41.31877,47.940885,57.88097,21.141875,24.23396,26.6273
ENSG00000071054.16,MAP4K4,58.586996,63.6744597,48.9994047,23.97814,22.462567,22.31370618
ENSG00000071189.21,SNX13,47.604136,59.854857,55.837384,35.698448,24.187347,29.027171
ENSG00000071246.11,VASH1,7.37791,6.544171,6.195675,2.739126,3.4509183,2.700118
ENSG00000071282.12,LMCD1,27.395183,34.621275,26.3349,7.578551,6.306605,7.034609
ENSG00000071564.15,TCF3,116.7900942,135.2688825,151.193993,44.166394,48.6718379,39.592755
ENSG00000071575.11,TRIB2,12.96507,9.281801,8.103244,1.513847,1.204935,2.827272
ENSG00000071859.15,FAM50A,290.72169,342.350781,363.14632,149.98028,170.25921,177.07593
ENSG00000071889.16,FAM3A,73.614332,88.867871,94.851457,33.79904906,33.205969,34.728943
ENSG00000071991.8,CDH19,0.3851983,0.203359539,0.25925134,0,0,0.025054
ENSG00000072121.16,ZFYVE26,6.0874028,5.334391,11.802555,3.1915946,2.3134664,3.9538299
ENSG00000072133.11,RPS6KA6,2.643752002,1.920055,2.398956,1.159499,0.932493,1.7348274
ENSG00000072422.17,RHOBTB1,8.991772,11.07435,11.886409,3.269,3.713991,4.317682
ENSG00000072778.20,ACADVL,243.5781897,278.2541302,405.5328884,96.706491,116.223542,167.468876
ENSG00000072818.12,ACAP1,35.6163492,40.374219,38.0897211,2.5785902,6.0930516,4.4821553
ENSG00000072954.7,TMEM38A,7.00284,7.15128,10.82104,3.027821,4.56172,3.78557
ENSG00000073150.13,PANX2,9.588285,10.07769,16.35871,2.482554,2.30253,4.246374
ENSG00000073282.13,TP63,6.285087,10.09262391,9.6881174,1.8648912,2.018671,4.774432
ENSG00000073584.20,SMARCE1,85.4703183,94.04974432,65.6951118,33.3146171,29.19970249,32.41860657
ENSG00000073803.14,MAP3K13,36.90321663,40.4017907,38.71767,18.4775311,17.7150194,19.35487898
ENSG00000073969.18,NSF,13.927262,15.327239,13.400304,6.786788,6.18447,6.720628
ENSG00000074071.14,MRPS34,329.7902,345.624,379.6132,179.5711,195.7352,162.725
ENSG00000074527.12,NTN4,7.735894816,8.690836844,16.79692,1.59521,1.426171,3.300456392
ENSG00000074590.13,NUAK1,15.2534,22.557206,16.792358,5.80159,6.46158,7.06341
ENSG00000074621.14,SLC24A1,10.26179416,11.61522,12.3274448,3.764130015,5.527529619,5.904822
ENSG00000075213.11,SEMA3A,0.7492675,0.6882156,0.1815638,0.1463728,0.1396989,0.0618451
ENSG00000075239.13,ACAT1,105.5499562,127.002958,66.2473238,35.4285613,34.572655,30.4797628
ENSG00000075240.17,GRAMD4,50.04802,57.585548,57.90255,26.306009,28.469405,20.250437
ENSG00000075275.16,CELSR1,33.305852,28.51972,41.528876,19.936281,18.74539,18.18881
ENSG00000075391.16,RASAL2,4.429525,5.595491,3.887379,2.504197,2.5073593,2.857087
ENSG00000076067.13,RBMS2,7.023265,8.683464,5.097238,4.9446018,3.045787,3.385005
ENSG00000077157.22,PPP1R12B,8.2451177,7.509978906,11.6152435,5.6905276,3.7878196,4.310383644
ENSG00000077235.18,GTF3C1,73.530555,91.2023188,90.16729,27.314447,32.2236556,32.32619301
ENSG00000078018.19,MAP2,12.9213853,10.725837,4.997809,1.0477121,0.7176628,0.8645245
ENSG00000078053.17,AMPH,2.640277,3.235523,0.6044778,0.822073,0.6012711,0.382697
ENSG00000078070.13,MCCC1,46.820873,47.456586,35.332798,15.30066205,13.88183,17.050462
ENSG00000078401.7,EDN1,2.15438,3.2988,2.32128,0.495845,0.901427,0.399449
ENSG00000078487.17,ZCWPW1,3.910912,5.244478,3.412015,0.6616951,0.9864377,1.248938
ENSG00000078589.13,P2RY10,0.989812,0.430141,0.237566,0.0726844,0.0974914,0.0618556
ENSG00000078687.17,TNRC6C,4.713604,4.4564641,4.328462,2.3924337,2.3578274,2.2791671
ENSG00000079432.7,CIC,37.124644,36.002333,51.934206,20.442723,19.641571,26.24963
ENSG00000079974.17,RABL2B,41.04654694,47.522808,43.856253,10.75357228,9.429524,10.364698
ENSG00000080189.15,SLC35C2,57.558208,63.993715,65.460702,29.684619,32.746021,30.919177
ENSG00000080224.17,EPHA6,17.0633148,19.5215866,14.196122,2.7908464,2.6547772,2.1022133
ENSG00000080298.15,RFX3,1.8830112,2.473075,1.972214001,1.164865,1.2431629,1.026564352
ENSG00000080823.23,MOK,39.312569,47.32289521,47.1039248,3.6725486,4.794365,3.87593395
ENSG00000080845.17,DLGAP4,35.9593011,37.0505427,58.4777495,22.465897,22.316677,26.8805356
ENSG00000081052.12,COL4A4,0.164798,0.2815686,0.319048,0.0214537,0.05091205,0.1051973
ENSG00000081087.15,OSTM1,43.22515,54.135591,47.270004,25.288448,22.862696,30.403085
ENSG00000081138.14,CDH7,0.3990164,0.4242081,0.1813876,0.01697581,0.05964664,0.0229
ENSG00000081148.12,IMPG2,0.0793534,0.0819217,0.0871426,0.01035,0.00988098,0.0130927
ENSG00000081189.15,MEF2C,0.832461101,2.155113453,0.63973249,0.08288998,0.0678525,0.0178308
ENSG00000081692.12,JMJD4,32.160428,33.115262,42.103785,14.505016,12.685592,17.2065251
ENSG00000081760.17,AACS,59.671622,65.2866665,60.431571,34.9433626,35.386598,33.4967339
ENSG00000081853.15,PCDHGA2,2.697474,3.02467,3.36037,1.612712,1.551538,1.312268
ENSG00000082196.20,C1QTNF3,1.7539273,2.848649,3.9864186,0.5796919,0.376633,0.408062505
ENSG00000082293.13,COL19A1,1.24005729,2.26956,0.949537,0.17519354,0.382689,0.566276
ENSG00000082458.12,DLG3,77.92189157,84.82982133,84.386335,49.14159786,38.29489979,48.91152936
ENSG00000082641.16,NFE2L1,192.676745,206.13477,325.225829,94.143913,77.691668,148.269272
ENSG00000083099.11,LYRM2,96.3171766,106.0698688,78.6303504,39.2288519,31.654123,37.765056
ENSG00000083290.20,ULK2,16.789563,15.893587,14.015612,10.108419,6.300207,8.256953
ENSG00000083750.12,RRAGB,31.458814,21.669633,31.196995,12.305572,13.866423,12.917309
ENSG00000083812.12,ZNF324,7.554261,9.272951,13.233221,5.7354993,4.8500962,4.832605
ENSG00000084628.10,NKAIN1,5.07605,5.03538,2.84134,1.84131,2.715339,1.976914
ENSG00000084652.16,TXLNA,22.65785,26.13954,25.9547,8.93158,7.83475,9.43437
ENSG00000084693.16,AGBL5,28.614623,27.775651,33.25005,16.403315,15.406638,19.138614
ENSG00000084710.14,EFR3B,9.0479867,9.4070634,7.8816435,2.9767242,3.007768,2.5771081
ENSG00000084731.15,KIF3C,17.026372,19.52081,28.1269567,4.8741845,4.9242259,6.817223
ENSG00000084764.11,MAPRE3,43.468987,50.140071,60.238165,18.734468,18.3015714,23.409881
ENSG00000085276.18,MECOM,7.6070996,8.443368678,6.256984,3.199703301,4.4960526,4.169964108
ENSG00000085563.14,ABCB1,2.627858,1.4865101,2.324345,0.3407074,0.02494171,0.0855193
ENSG00000085733.16,CTTN,208.54419,222.498457,265.91431,102.22226,100.807741,129.472258
ENSG00000085982.13,USP40,24.33970841,31.1486685,24.3268783,11.294817,8.3388371,8.46991
ENSG00000086967.10,MYBPC2,0.5559069,0.013133,0.7928678,0,0.0119545,0.0528676
ENSG00000087008.16,ACOX3,15.273163,22.497069,24.311597,9.133645,10.317167,10.03445
ENSG00000087095.13,NLK,24.825902,23.062816,23.721901,9.625883,7.25299509,10.36404
ENSG00000087301.9,TXNDC16,11.723624,9.267379,6.03024,5.409963,4.501374,4.181136
ENSG00000087365.15,SF3B2,156.791437,178.3506,172.75994,87.744068,88.9012907,92.8723277
ENSG00000087494.15,PTHLH,4.291707076,3.247653259,6.68518,0.9513051,0.938511105,0.561269153
ENSG00000087495.17,PHACTR3,2.594119,2.154422,1.604556,0.273103,0.1949233,0.0824407
ENSG00000087842.11,PIR,27.529237,28.80356,30.0273,11.943913,9.120508,12.670651
ENSG00000087884.14,AAMDC,39.802436,42.343786,53.758948,23.147785,22.05246,25.332779
ENSG00000088256.9,GNA11,31.672063,36.91916,43.623341,16.811471,18.036838,22.08168
ENSG00000088367.22,EPB41L1,33.656115,35.6446456,36.100023,19.3163594,17.6832966,18.8264566
ENSG00000088538.13,DOCK3,0.529587,0.676846,0.560273,0.166358,0.122474,0.100161
ENSG00000088543.15,C3orf18,0.6350706,1.150544,0.3783589,0.152717,0.2158164,0.114329
ENSG00000088682.14,COQ9,32.9968489,38.981873,34.22659,16.544518,18.04098,17.9243731
ENSG00000088727.12,KIF9,52.537214,56.6876768,54.4501516,5.2551197,4.1876876,4.5419176
ENSG00000088854.12,C20orf194,4.6000133,3.96159,4.64517,1.0779068,0.9601732,1.4406367
ENSG00000088888.18,MAVS,30.042917,30.357976,28.063675,16.918459,14.489002,16.868021
ENSG00000088899.15,LZTS3,1.93865,2.436063,2.661524,0.3515081,0.492357,0.70613
ENSG00000089091.16,DZANK1,3.392804,4.319783,3.589862,0.7168436,0.78833645,0.63182301
ENSG00000089163.4,SIRT4,2.70514,2.54166,3.367369,0.6629,0.5425614,1.04224
ENSG00000089597.18,GANAB,267.878986,301.8939424,244.590695,71.4546993,66.40673086,71.78176847
ENSG00000089639.11,GMIP,29.536858,33.410006,44.76224,13.751851,19.195687,17.68566
ENSG00000089847.12,ANKRD24,0.600858,0.813116,1.2444929,0.0919024,0.176631,0.4740898
ENSG00000090097.21,PCBP4,16.078231,14.77620693,21.54074,7.264175,7.305477948,9.403924
ENSG00000090273.14,NUDC,70.251434,74.403588,78.08645,40.446526,46.989677,39.594231
ENSG00000090470.15,PDCD7,19.810047,17.479142,23.045719,10.738923,8.777406,12.035609
ENSG00000090565.16,RAB11FIP3,16.37006902,19.51577244,19.53925903,4.705136901,7.388435,7.4211652
ENSG00000090612.21,ZNF268,13.32572475,18.61799213,18.503096,8.139401,6.617989,8.097047
ENSG00000090615.15,GOLGA3,54.739469,55.920422,52.03377,18.059123,14.510765,17.36344
ENSG00000090661.12,CERS4,50.711585,54.479259,87.30999,25.865828,31.42288,48.711314
ENSG00000090971.5,NAT14,43.713418,50.56158,71.696865,21.460429,22.325083,23.778371
ENSG00000091136.14,LAMB1,2.787381301,2.3140461,0.80214672,0.587148,0.326246,0.58715887
ENSG00000091986.15,CCDC80,1.315055,1.6818589,0.9958851,0.560087,0.748106,0.63265
ENSG00000092010.15,PSME1,208.889045,242.255248,401.682001,129.461614,132.116654,186.600325
ENSG00000092096.16,SLC22A17,19.673653,22.39626955,30.78615726,9.5066869,9.722861001,12.3791777
ENSG00000092330.17,TINF2,27.89336858,25.73136363,24.7259961,13.3205543,14.2655559,15.380352
ENSG00000092421.16,SEMA6A,5.002028498,5.975575,4.298564006,3.2035213,1.9237376,2.2593592
ENSG00000092841.18,MYL6,3337.557072,3540.451483,2956.679372,1604.940806,1701.046045,1372.37816
ENSG00000092969.12,TGFB2,37.84607,45.89147,15.36864,0.2865909,0.2978926,0.427108
ENSG00000094755.17,GABRP,2.879494,6.504014,6.9005289,2.2049197,2.8639323,1.890129
ENSG00000095585.16,BLNK,7.94248,7.6763948,5.591853,2.798358,2.2746715,2.899131
ENSG00000096006.11,CRISP3,0.539707,0.508585,0.79998,0.0877635,0.123382,0.0742136
ENSG00000096093.16,EFHC1,26.42327773,29.36083961,17.538443,10.07884863,7.6580974,11.82065943
ENSG00000096654.15,ZNF184,7.59879,6.045353,7.59205,1.935025,1.443217,2.55846
ENSG00000096872.16,IFT74,11.177349,11.658111,8.3662938,5.1121542,4.337949,5.6040301
ENSG00000099308.10,MAST3,6.18148,6.67247,8.71631,3.383496,2.948772,4.82863
ENSG00000099326.8,MZF1,18.871866,23.38225,27.791589,8.970389,9.30875,9.68
ENSG00000099338.23,CATSPERG,6.4429888,6.1594408,9.707133,1.0314273,1.2334483,1.2469639
ENSG00000099364.16,FBXL19,117.096127,153.9498631,166.412462,40.0847397,47.364053,52.3052662
ENSG00000099381.18,SETD1A,19.91386,45.653627,40.795956,18.49088,15.21162,24.304767
ENSG00000099622.14,CIRBP,342.8908172,414.871013,392.499074,162.0984103,190.6535211,171.4443773
ENSG00000099785.10,2-Mar,17.729646,19.562216,18.07301,11.894535,9.377591,8.262671
ENSG00000099840.13,IZUMO4,13.221104,14.953036,21.411156,0.7545707,1.2555287,2.8639741
ENSG00000099849.15,RASSF7,60.315763,63.18437,80.02703,27.194011,30.12855,33.170403
ENSG00000099864.18,PALM,20.09424,17.778559,33.524256,6.950241,9.420704,11.038686
ENSG00000099866.15,MADCAM1,1.20067,0.9971213,2.13425,0.2450738,0.136747,0.5981585
ENSG00000099889.14,ARVCF,26.35436914,26.673457,33.14393,10.442915,10.666824,12.85611439
ENSG00000099899.15,TRMT2A,83.737778,79.715419,90.783105,42.718294,45.116908,47.696482
ENSG00000099910.17,KLHL22,30.774655,43.081575,42.415747,13.830543,18.639926,18.550019
ENSG00000099949.20,LZTR1,13.332632,16.1851609,16.836266,6.4207191,7.9933202,8.6594048
ENSG00000099968.17,BCL2L13,34.084263,33.636352,41.834371,18.2320152,16.7720062,20.163774
ENSG00000100083.19,GGA1,50.397089,67.132378,68.769399,25.195334,29.142901,30.743603
ENSG00000100099.20,HPS4,15.3777413,18.0867485,17.248404,7.37945,6.754026,8.5362827
ENSG00000100100.12,PIK3IP1,14.582714,17.252687,19.724205,8.67194,7.392807,11.7336922
ENSG00000100106.21,TRIOBP,53.984472,62.779201,52.9789999,16.4006622,19.081956,17.356132
ENSG00000100124.15,ANKRD54,29.225181,30.603599,45.2753392,19.68670601,16.371942,17.804086
ENSG00000100156.10,SLC16A8,1.627605,1.74201,2.486778,0.302552,0.466432,0.482292
ENSG00000100196.11,KDELR3,49.242265,47.9151,43.5455,16.02539,13.944822,14.24699
ENSG00000100211.10,CBY1,71.942962,82.751155,87.020264,25.048418,28.241639,26.7116
ENSG00000100216.6,TOMM22,55.16248,60.04374,43.60079,22.11125,18.11454362,17.12456
ENSG00000100221.10,JOSD1,45.371539,43.085156,56.845722,21.881565,19.260732,24.309564
ENSG00000100228.12,RAB36,11.16194,13.28516,13.44323,2.377938,2.810647,3.3932
ENSG00000100239.16,PPP6R2,38.68973,40.29682,54.055991,11.149087,12.90586213,14.23446701
ENSG00000100241.21,SBF1,37.919574,44.22156817,52.516121,25.639028,25.297765,24.107018
